persistence_var,affect_var,moderator,n,beta_interaction,se_interaction,t_interaction,p_interaction,beta_persistence,p_persistence,p_persistence_one_tailed,beta_moderator,p_moderator,r_squared,adj_r_squared,tier
neg_persist_crossrun_mean_z_L,C5SPGN,C5SES,131,-0.02205608119939506,0.31902119322295297,-0.06913672717655728,0.9450470811847387,-0.17632138492756477,0.6972918532499881,0.34864592662499405,-0.0018382998289429601,0.7322690039419983,0.2043779689637355,-0.24615498837005267,sensitivity
neg_persist_crossrun_mean_z_L,C5SPGN_log,C5SES,131,0.042724705365874985,0.13739365464519626,0.31096563721379095,0.7566063764165105,-0.019083681741101866,0.9220940664999406,0.4610470332499703,-0.0014447231153427403,0.5327757543418105,0.26134933121933446,-0.1569227342347772,sensitivity
neg_persist_crossrun_mean_z_R,PA_score,C5SES,83,-0.712818569245457,0.5631900604851133,-1.26568030804993,0.21126918343676268,-1.62988722585383,0.16750905398665664,0.08375452699332832,0.04329780080985207,0.2633921449726542,0.37561941596304216,0.015399848249412651,secondary
neg_persist_crossrun_mean_z_R,NA_score,C5SES,83,0.19741910349761194,0.14324635297417937,1.3781789162422682,0.17404954657386498,0.38989397858227376,0.19377181429403084,0.09688590714701542,-0.012611450998711946,0.2011146727739934,0.349362699751975,-0.026004973468039427,secondary
neg_persist_crossrun_mean_z_R,NA_score_log,C5SES,83,2.1716261155639103,1.2579287682827922,1.7263506251855683,0.09022189283858158,4.4152121166861455,0.09554201997810523,0.047771009989052614,-0.13419500466933637,0.12273631266602161,0.40558955102134553,0.06266044584135255,sensitivity
neg_persist_crossrun_mean_z_R,C5SPGP,C5SES,131,-0.11137655000986557,0.3919598277142444,-0.28415297215372765,0.7770008353887764,-0.9165119002369174,0.15669989838075354,0.07834994919037677,0.005243999390797838,0.8386878599599691,0.3859818390112989,0.038284808089986244,sensitivity
neg_persist_crossrun_mean_z_R,C5SPGN,C5SES,131,0.17999435524339624,0.29802464121922717,0.6039579630296149,0.5475188224396781,0.3978254135590078,0.41689300472821356,0.20844650236410678,-0.013551888918450425,0.4895721799795445,0.20954767396424023,-0.23805786005600926,sensitivity
neg_persist_crossrun_mean_z_R,C5SPGN_log,C5SES,131,0.06888916431140807,0.12865955646817234,0.535437601391466,0.593779106951553,0.09685282370277284,0.6466366727222725,0.32331833636113627,-0.005556976236540369,0.5115541909523784,0.2626164456383109,-0.154938097193007,sensitivity
neg_persist_crossrun_mean_z_bilateral,PA_score,C5SES,83,-1.577819423571584,0.8232265714847036,-1.9166283963914805,0.06078831241596032,-3.6523379039582675,0.01532343627810154,0.00766171813905077,0.0358207555025311,0.11124767067706615,0.42026928607469205,0.08580925881009138,sensitivity
neg_persist_crossrun_mean_z_bilateral,NA_score,C5SES,83,0.5588732251309932,0.20043691523113175,2.7882749267346005,0.0073848133930063935,1.1987623151393105,0.0013811255867470416,0.0006905627933735208,-0.01369936489479014,0.013939006024950476,0.4464264211501736,0.12705704873681223,sensitivity
