persistence_var,affect_var,n,n_groups,beta_persistence,se_persistence,z_persistence,p_persistence,p_persistence_one_tailed,group_var,log_likelihood,converged,optimizer,tier
neg_persist_concat_z_L,NA_score_log,84,7,0.2829012925937449,0.5652120835522306,0.5005223717365949,0.6167073075466689,0.30835365377333446,2.126489391957201e-10,-153.85392447256675,True,powell,sensitivity
neg_persist_concat_z_L,C5SPGP,132,8,-0.20205826031982138,0.1621002119673223,-1.2465021351147536,0.21258010584232545,0.10629005292116273,0.0606068278801517,-125.05836523854737,True,powell,sensitivity
neg_persist_concat_z_L,C5SPGN,132,8,-0.0514887852438836,,,,,4.948018736434871e-07,-77.30213669792823,True,lbfgs,sensitivity
neg_persist_concat_z_L,C5SPGN_log,132,8,-0.027192875759138813,0.05539395320195136,-0.4908997135481728,0.6234973796722832,0.3117486898361416,1.8636405263606953e-10,23.198552548905553,True,powell,sensitivity
neg_persist_concat_z_R,PA_score,84,7,-0.113749053869083,0.21609599696006704,-0.5263820499650579,0.5986227848327024,0.2993113924163512,0.36019132746864596,-89.02729115235383,True,lbfgs,sensitivity
neg_persist_concat_z_R,NA_score,84,7,0.08867122533632363,0.0568703723303607,1.5591813751672203,0.11895345773740759,0.059476728868703796,0.015502317442626139,18.55547163842118,True,lbfgs,sensitivity
neg_persist_concat_z_R,NA_score_log,84,7,0.6869880503771397,0.5666979739473875,1.2122648782240397,0.2254110036271071,0.11270550181355354,2.0634094567167712e-10,-153.23864670460068,True,powell,sensitivity
neg_persist_concat_z_R,C5SPGP,132,8,0.0454461178265716,0.19123074001313645,0.23765069268387348,0.8121520295686566,0.4060760147843283,0.07355169800249321,-125.63667427060909,True,powell,sensitivity
neg_persist_concat_z_R,C5SPGN,132,8,0.1387462551544924,0.11127128975774743,1.246918728600717,0.21242729878025135,0.10621364939012568,1.7195090955886028e-11,-76.68469359679489,True,powell,sensitivity
neg_persist_concat_z_R,C5SPGN_log,132,8,0.05610270742056179,0.06177535614050003,0.908172949953756,0.3637868531904035,0.18189342659520175,8.147264774127376e-11,23.673991637136027,True,powell,sensitivity
neg_persist_concat_z_bilateral,PA_score,84,7,-0.25824500277327345,0.2096698733892636,-1.2316743392782399,0.21807075909562923,0.10903537954781461,0.35837135274438653,-88.39365712948435,True,lbfgs,sensitivity
neg_persist_concat_z_bilateral,NA_score,84,7,0.10739575704437675,0.06361627365788158,1.6881805687320577,0.09137657207931618,0.04568828603965809,0.014016054687714795,18.902929586164134,True,lbfgs,sensitivity
neg_persist_concat_z_bilateral,NA_score_log,84,7,0.7253561608003218,0.6586160774960773,1.1013338203919598,0.27075139683748617,0.13537569841874308,2.1117187783207765e-10,-153.21615726404855,True,powell,sensitivity
neg_persist_concat_z_bilateral,C5SPGP,132,8,-0.14980823583895161,0.20431045614435303,-0.7332382231730051,0.4634131462201845,0.23170657311009224,0.06468460065259725,-125.3383587526045,True,powell,sensitivity
neg_persist_concat_z_bilateral,C5SPGN,132,8,0.05804002488643862,0.1506475251272181,0.38527035102252927,0.7000371257358879,0.35001856286794397,3.400771022882238e-11,-77.09516099582095,True,powell,sensitivity
neg_persist_concat_z_bilateral,C5SPGN_log,132,8,0.021721830542537013,0.06293864101071008,0.34512709829309274,0.7299988221363626,0.3649994110681813,3.42875635414743e-12,23.336706089619952,True,powell,sensitivity
