persistence_var,affect_var,moderator,n,n_groups,beta_interaction,se_interaction,z_interaction,p_interaction,beta_persistence,p_persistence,p_persistence_one_tailed,beta_moderator,p_moderator,group_var,log_likelihood,converged,optimizer,tier
pos_persist_crossrun_mean_z_R,NA_score,C5SES,94,10,-0.10447653534909854,0.0924372672414581,-1.130242579285607,0.2583740225879373,-0.22231984779240732,0.16511526134044074,0.08255763067022037,0.014644157397160093,0.23805996624833625,0.025726089402682697,0.2446836961050849,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_R,NA_score_log,C5SES,94,10,0.15939910185687023,0.6943954684811937,0.22955089583967703,0.8184407673367585,-0.2783775866329326,0.8165189855547563,0.40825949277737816,-0.009255863995832067,0.9209117987931803,4.194773733186242e-09,-168.9124118888139,True,powell,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGP,C5SES,152,10,0.31136965127429406,0.24522170066333673,1.2697475404176053,0.2041745726084233,0.19892316479734443,0.6324844860964213,0.31624224304821064,-0.046664411308154984,0.17917191958694123,0.019089624363858054,-150.57732637339825,True,powell,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGN,C5SES,152,10,-0.025671435200412387,0.1642224852330492,-0.15632107359708927,0.8757799462034906,-0.1491457873969299,0.5929037605991211,0.29645188029956054,0.0018024271403686868,0.938206743429507,2.8388867150557616e-07,-94.4105857400661,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGN_log,C5SES,152,10,-0.013835541115840752,0.07415472511996356,-0.18657666242384893,0.8519925661018202,-0.09182529840986497,0.4668565477794653,0.23342827388973264,0.0009013046354602314,0.9315935719274138,8.11314561341996e-05,18.210355595533088,True,powell,sensitivity
pos_persist_crossrun_mean_z_bilateral,PA_score,C5SES,94,10,0.5277104174742403,0.3682305610236039,1.433097828728055,0.15182988186855056,0.7068038235555045,0.27857613191337693,0.13928806595668847,-0.05143382575930298,0.12742328394720914,0.35489562010783965,-99.10729132696756,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_bilateral,NA_score,C5SES,94,10,-0.04625680879061429,0.12009427971770385,-0.38517079164258716,0.700110881964854,-0.07212813839923948,0.7214057784938125,0.36070288924690624,0.004827618742993546,0.6599526575522184,0.027579474219174865,-0.3468105133457584,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_bilateral,NA_score_log,C5SES,94,10,0.6436528407806549,0.9519476002378088,0.6761431413030109,0.4989497682757186,-0.36087504888645155,0.8187150316563105,0.40935751582815527,-0.045546055758047765,0.5994752979124109,1.9546433780342523e-10,-168.05349315181212,True,powell,sensitivity
pos_persist_crossrun_mean_z_bilateral,C5SPGP,C5SES,152,10,0.7047749353475665,0.34914751971549024,2.0185591921771815,0.04353305607194139,0.09882809595520294,0.8581426687946698,0.4290713343973349,-0.06647355429141096,0.03823866761632108,0.03943107262652676,-148.74636533129018,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_bilateral,C5SPGN,C5SES,152,10,0.03640515189561686,0.23525010369918267,0.15475084313743215,0.8770177457303896,-0.48621003003770974,0.17929085681849655,0.08964542840924827,-0.004763675521941765,0.8254814942714929,1.9529522368241307e-11,-92.93041809847534,True,powell,sensitivity
