fc_var,condition,seed_target,affect_var,n,n_groups,beta_fc,se_fc,z_fc,p_fc,group_var,log_likelihood,converged,degenerate_re,optimizer,tier
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,NA_score,82,7,-0.06420393417182471,0.05474147091189478,-1.1728573073083761,0.24085303242620548,0.015248029447483758,16.71087181952936,True,False,lbfgs,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,NA_score_log,82,7,-0.6030263460245032,0.5028725618988683,-1.1991633501486936,0.23046443504045477,0.033013004841640825,-149.20684764658944,True,False,powell,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,C5SPGP,130,8,0.09236713420051826,0.16539603842729264,0.5584603783670576,0.5765300530800375,0.032133186596220525,-123.84777910987538,True,False,powell,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,C5SPGN,130,8,-0.09273674868653527,0.12448221076966665,-0.7449799301695323,0.4562838527908706,1.7533704102990635e-11,-76.57590416564602,True,False,powell,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,C5SPGN_log,130,8,-0.05045804935733855,0.05191486419719355,-0.9719383867725931,0.3310812013331872,3.379513061540587e-12,22.75265610871429,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,PA_score,82,7,0.46366548604709684,0.1873904327010146,2.4743284881938714,0.013348689761852883,0.408014927261799,-83.98447000665232,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,NA_score,82,7,-0.08803793429343361,0.07926865187313409,-1.1106273692447093,0.26672877696387665,0.0163263892754661,16.959171761266404,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,NA_score_log,82,7,0.1845055616389349,0.8465071213767671,0.2179610271191261,0.8274594772245742,2.1937277470991347e-10,-149.50831370839967,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,C5SPGP,130,8,0.15949587862724232,0.22744897702245218,0.7012380566191687,0.48315446348116575,0.040616702874154344,-123.44067210981876,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,C5SPGN,130,8,-0.0959740946699964,0.15438530673655076,-0.6216530361517526,0.5341700389601138,8.200477241592131e-08,-76.40750945231679,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,C5SPGN_log,130,8,-0.03968563011930907,0.0684412999232748,-0.5798491578008909,0.5620163441750643,3.5398982973901544e-12,22.723983729228678,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,PA_score,82,7,0.07819593170664411,0.25123699579367753,0.3112436982444285,0.75561536519635,0.38939181072823503,-86.12360898429984,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,NA_score,82,7,0.047838623970192645,0.07262010747145517,0.658751764984603,0.5100551860522717,0.011144641957914,16.511962075879467,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,NA_score_log,82,7,0.6711944043612347,0.651056031622002,1.0309318580292715,0.3025727756922434,5.6277811708253205e-09,-149.13019599830295,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,C5SPGP,130,8,0.286651862070968,0.21971271215082167,1.3046667134771701,0.1920063606503195,0.009459631575169361,-122.88732883844494,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,C5SPGN,130,8,0.01591656564410486,0.15101923374237566,0.10539429481715551,0.9160629429290974,4.781347448362434e-10,-76.64417969322909,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,C5SPGN_log,130,8,0.01651441256029063,0.06556568653191976,0.2518758428961285,0.8011370323019618,3.5178099338208637e-12,22.53896617045808,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,PA_score,82,7,-0.11585072224197304,0.2761462368602343,-0.4195267100475046,0.674831238356244,0.3924375830794493,-85.99323545063032,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,NA_score,82,7,-0.06360301081870119,0.0723162813557527,-0.8795116345351409,0.3791239276191787,0.011140457847985489,16.698675207777626,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,NA_score_log,82,7,-0.6344887317173161,0.6615536341446929,-0.9590888765014973,0.3375139736190409,2.0325801378452453e-10,-149.19109628424735,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,C5SPGP,130,8,0.28204288283871803,0.19390814253165434,1.454517995770478,0.14580274790853842,0.021657470611038208,-122.79167180457415,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,C5SPGN,130,8,-0.23796880445753069,0.13057792830153198,-1.8224274772380409,0.06839014853223024,2.1301373946503457e-10,-75.11406332133669,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,C5SPGN_log,130,8,-0.09254121463495066,0.05804841745953194,-1.5942073649030164,0.11088959749321248,3.3839225520085894e-12,23.658626883163294,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,PA_score,82,7,-0.441934106582627,0.2278905878841211,-1.9392380821244966,0.05247235447666809,0.3959625729358278,-84.50183032556481,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,NA_score,82,7,0.16215970980249497,0.06612679947408164,2.452254019432067,0.014196440452534542,0.010682005352902363,19.189951825665474,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,NA_score_log,82,7,0.7983159266951896,0.6245134021991228,1.2783007120168268,0.20114341689267,6.816979701112302e-08,-148.89122986644435,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,C5SPGP,130,8,0.34849928828992355,0.22089058375960824,1.577700970129129,0.11463432332847323,3.782560274756856e-11,-122.4920031501199,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,C5SPGN,130,8,0.011040695945075136,0.15934148962935196,0.06928952384439961,0.9447591644578208,5.39392085203518e-10,-76.64639802064187,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,C5SPGN_log,130,8,0.017560939565123,0.06697832036977219,0.26218841362657375,0.7931761856161246,4.792374785473464e-12,22.543930301655962,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,PA_score,82,7,-0.16403989922022402,0.2354429951164956,-0.696728731041916,0.4859725748255639,0.3906338627883093,-85.99261887504036,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,NA_score,82,7,-0.041762188018747405,0.07047069543278946,-0.5926177932865381,0.5534369684114204,0.013677016549376222,16.475114372386628,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,NA_score_log,82,7,-0.46846968664041655,0.6467746256898345,-0.7243167372881364,0.46887130381659636,2.0820515568272282e-10,-149.41234854289957,True,False,powell,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,C5SPGP,130,8,-0.0367620792080035,0.19053001785962925,-0.19294639039548891,0.8470009533051805,0.03322708194716984,-123.8541818835543,True,False,powell,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,C5SPGN,130,8,-0.08764274265799794,0.1393117598509473,-0.6291123071861904,0.5292755337726329,1.2697835038889419e-09,-76.55447396276116,True,False,powell,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,C5SPGN_log,130,8,-0.03907778152563875,0.05834628168524692,-0.6697561592090231,0.5030132451192477,1.0179559675472849e-09,22.604852910254635,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,PA_score,82,7,0.12483196757833438,0.26921058602896136,0.4636963554059687,0.6428653087474547,0.38171681299847954,-86.02283158933244,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,NA_score,82,7,-0.0163226679540719,0.07961273834334799,-0.20502583247013428,0.8375519423265048,0.01314740085613706,16.43362362048046,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,NA_score_log,82,7,-0.8447427670743425,0.7334865843024921,-1.1516812783667327,0.24945206821911148,1.625811302313092e-07,-148.8819138774242,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,C5SPGP,130,8,0.20782605398730677,0.22717893047028861,0.9148121859587992,0.36029023635243673,0.03352203066628716,-123.2657996332382,True,False,powell,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,C5SPGN,130,8,-0.08703659255855427,0.1779489433853234,-0.4891099149158125,0.6247638823498198,1.993473939233223e-11,-76.4368148568405,True,False,powell,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,C5SPGN_log,130,8,-0.05579587948424641,0.07170536310792196,-0.7781270056504619,0.43649414354809757,5.198643428728489e-08,22.891202216382794,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,PA_score,82,7,0.32422907509233306,0.15195293596214568,2.133746696234317,0.03286352136062631,0.4072835387171725,-84.7380259042726,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,NA_score,82,7,-0.0009482257000498199,0.06745798176851522,-0.014056538235959898,0.9887848744902061,0.012712459819934227,16.07249597291957,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,NA_score_log,82,7,0.5344112154243478,0.7567481428060553,0.7061942873658434,0.480067322458968,0.0011346777929759349,-149.36282038369308,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGP,130,8,-0.13837357052611002,0.17907849915692825,-0.7726978457913694,0.43970122186991256,0.022778646686748907,-123.6373769437601,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGN,130,8,0.13978161266898637,0.12060197482715161,1.1590325354897653,0.24644292333757267,3.4909146276653014e-10,-76.1728997406683,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGN_log,130,8,0.05291215155926125,0.05336174230578482,0.9915746614129047,0.3214050548376082,3.4553149738054545e-12,22.800056031647273,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,PA_score,82,7,0.29058716286275976,0.17440924902792157,1.6661224360655267,0.09568903066760459,0.38913281790006876,-85.18184350025763,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,NA_score,82,7,-0.08551610646185737,0.05624919603929258,-1.5203080663076596,0.12843356768274772,0.014147060044077963,17.22339386751213,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,NA_score_log,82,7,-0.09640032254217434,0.5611447375130154,-0.17179225981770593,0.8636008508299455,2.0638010526251398e-10,-149.83077637487543,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,C5SPGP,130,8,-0.04256490159606365,0.18833002874467067,-0.2260122927808354,0.8211918594321779,0.034480824384500196,-123.84827326968815,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,C5SPGN,130,8,0.0037172400777408295,0.12882207306226395,0.028855614487310454,0.9769797453747779,8.542193733591848e-10,-76.787151297381,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,C5SPGN_log,130,8,-0.0007727840728996573,0.057045643601597945,-0.013546767537530426,0.9891915739185879,3.5078680430649656e-12,22.369450705852728,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,PA_score,82,7,0.3820510241755864,0.1411133536476685,2.707405176759462,0.006781143947773183,0.4109863497060608,-83.91982990702252,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,NA_score,82,7,-0.014964145270310786,0.06002867046179879,-0.24928330338140187,0.8031416457067382,0.013029528501973139,16.157263582079267,True,False,lbfgs,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,NA_score_log,82,7,0.4647499415026473,0.5929534260455261,0.7837882725496967,0.43316435630721717,2.1211236407004736e-10,-149.47076009519816,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,C5SPGP,130,8,0.14689292543701835,0.1892441465084796,0.7762085546484071,0.4376258558509294,0.027214950038640738,-123.57162040011502,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,C5SPGN,130,8,0.02211610583736456,0.1418566441876685,0.15590461739744932,0.876108205660511,2.790529096151633e-10,-76.77030695789199,True,False,powell,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,C5SPGN_log,130,8,0.01201126180116153,0.059042900244067234,0.20343278787983402,0.8387967745522438,3.425753629955709e-12,22.39402229141345,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,PA_score,82,7,-0.019770713026651128,0.19123262689975776,-0.10338566879079028,0.9176568858424761,0.385828647602214,-86.4614349697099,True,False,lbfgs,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,NA_score,82,7,0.03639714374740802,0.05571413210829591,0.6532838683847761,0.5135732902293157,0.012162191609887565,16.279511184060468,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,NA_score_log,82,7,0.8690343394018835,0.5169110160702528,1.681206846796575,0.09272274407187653,2.6328817503539177e-10,-148.46421719789515,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,C5SPGP,130,8,0.06508495240168231,0.1871508725222982,0.3477672934382271,0.7280149542937666,0.02918627248137066,-123.8353633017935,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,C5SPGN,130,8,0.06805218167666088,0.12904505123296175,0.5273521225839805,0.5979490847105424,4.51184992136905e-10,-76.66207848875212,True,False,powell,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,C5SPGN_log,130,8,0.04821074945055939,0.056053447297704936,0.8600853609325353,0.3897419901695587,3.390484539095557e-12,22.72450698980512,True,False,powell,sensitivity
