persistence_var,affect_var,n,n_groups,beta_persistence,se_persistence,z_persistence,p_persistence,group_var,log_likelihood,converged,optimizer
neg_persist_concat_z_R,PA_score,95,8,0.03410461528701143,0.17881921509190865,0.19072120000908463,0.8487440283577415,0.33635538268781207,-99.31449017195513,True,lbfgs
neg_persist_concat_z_R,NA_score,95,8,0.0636172614116142,0.053186635207642025,1.1961136695948282,0.23165220392953412,0.03001610293885615,6.03231599674595,True,lbfgs
neg_persist_concat_z_R,NA_score_log,95,8,0.5386579626652871,0.5018177047077271,1.0734136273231267,0.2830855729568631,1.9705945808029465e-10,-169.74263729390842,True,powell
neg_persist_concat_z_R,C5SPGP,150,8,0.09326290053522193,0.173464183371298,0.5376493217368903,0.5908191726265946,0.060452558915838894,-144.14252198210227,True,powell
neg_persist_concat_z_R,C5SPGN,150,8,0.12560956712947,0.11977186583636362,1.0487401715949056,0.2942977199732789,1.7527186384217246e-11,-87.55156023618662,True,powell
neg_persist_concat_z_R,C5SPGN_log,150,8,0.04949626773380163,0.053941782307051996,0.9175868059393137,0.35883522801395895,4.7586062297199006e-12,24.913328566222503,True,powell
neg_persist_concat_z_bilateral,PA_score,95,8,-0.10194179722150715,0.19503700408437263,-0.5226792613026773,0.6011974725635991,0.3378627406005921,-99.09464778879598,True,lbfgs
neg_persist_concat_z_bilateral,NA_score,95,8,0.07369386357351898,0.059126102890590185,1.2463845910812976,0.21262323551128282,0.02929576640252475,6.213947420722121,True,lbfgs
neg_persist_concat_z_bilateral,NA_score_log,95,8,0.517458713011555,0.5801457077016252,0.8919461199869624,0.3724218127112866,0.0013225692960037916,-169.7761665716246,True,powell
neg_persist_concat_z_bilateral,C5SPGP,150,8,-0.07566531578624604,0.1873657571441815,-0.4038374831107487,0.6863322310110044,0.05855112106528682,-144.1307638300957,True,powell
neg_persist_concat_z_bilateral,C5SPGN,150,8,0.04049292344543958,0.13007591234082808,0.3113022443335937,0.7555708612659474,1.7805618742780578e-11,-87.98308558221942,True,powell
neg_persist_concat_z_bilateral,C5SPGN_log,150,8,0.011568530573933403,0.05867956138851535,0.19714752973933397,0.8437120898772258,8.378150117493131e-12,24.58797495537766,True,powell
